url,name,bike,brand,model,Trim / Edition,Year of Manufacture,Condition,Engine capacity,Kilometers run,price
https://bikroy.com/en/ad/keeway-k-light-150-on-test-almost-new-2020-for-sale-dhaka-3,Keeway K Light 150 ON TEST ALMOST NEW 2020,Motorcycle,Keeway,K Light 150,ON TEST ALMOST NEW,2020,Used,150 cc,"7,000 km","Tk 130,000"
https://bikroy.com/en/ad/keeway-magnet-100-phruk-mottrs-2017-for-sale-dhaka,Keeway Magnet 100 ফরুক মোটরস 2017,Motorcycle,Keeway,Magnet 100,,2017,Used,100 cc,"22,000 km","Tk 52,000"
https://bikroy.com/en/ad/keeway-rkv-150-dd-2015-for-sale-dhaka-1,Keeway RKV 150    DD 2015,Motorcycle,Keeway,RKV 150       ,DD,2015,Used,150 cc,"22,000 km","Tk 75,000"
https://bikroy.com/en/ad/lml-selp-ssttaartt-vespa-1995-for-sale-dhaka,LML সেল্প্ ষ্টার্ট Vespa 1995,Scooters,LML,Other Model,,1995,Used,150 cc,"27,652 km","Tk 36,000"
https://bikroy.com/en/ad/mahindra-centuro-phruk-mottrs-2018-for-sale-dhaka-1,Mahindra Centuro ফরুক মোটরস 2018,Motorcycle,Mahindra,Centuro,,2018,Used,110 cc,"22,000 km","Tk 55,000"
https://bikroy.com/en/ad/mahindra-skutti-2014-for-sale-dhaka,Mahindra স্কুটি 2014,Scooters,Mahindra,Other Model,,2014,Used,125 cc,"22,000 km","Tk 55,000"
https://bikroy.com/en/ad/linkn-2020-for-sale-sylhet-division-1,লিন্কন mmotorbike 2020,Motorcycle,Other brand,Other model,,2020,Used,125 cc,"1,000 km","Tk 35,000"
https://bikroy.com/en/ad/new-atv-bike-250-cc-2020-for-sale-chattogram,New ATV Bike 250 Cc 2020,Motorcycle,Other brand,Other model,New ATV Bike 250 Cc,2020,New,250 cc,0 km,"Tk 319,900"
https://bikroy.com/en/ad/pegasus-zeus-150cc-2018-for-sale-dhaka,Pegasus Zeus 150cc 2018,Motorcycle,Pegasus,Zeus 150cc,2018,2018,Used,150 cc,"22,000 km","Tk 64,000"
https://bikroy.com/en/ad/roadmaster-rapido-150-cc-2021-for-sale-barishal,Roadmaster Rapido 150 cc 2021,Motorcycle,Roadmaster,Rapido,150 cc,2021,Used,150 cc,"11,500 km","Tk 130,000"
https://bikroy.com/en/ad/runner-bullet-10bchrer-kaagj-2016-for-sale-sylhet-7,"Runner Bullet ১০,বছরের কাগজ 2016",Motorcycle,Runner,Bullet,,2016,Used,100 cc,"15,000 km","Tk 55,000"
https://bikroy.com/en/ad/runner-cheeta-citaa-100-2021-for-sale-dhaka,Runner Cheeta 100 2021,Motorcycle,Runner,Cheeta,100,2021,Used,100 cc,560 km,"Tk 55,000"
https://bikroy.com/en/ad/runner-deluxe-dayang-bike-2020-for-sale-dhaka,Runner Deluxe DAYANG BIKE 2020,Motorcycle,Runner,Deluxe,DAYANG BIKE,2020,Used,80 cc,"5,000 km","Tk 48,000"
https://bikroy.com/en/ad/runner-turbo-125-150-2017-for-sale-dhaka,Runner Turbo 150 2017,Motorcycle,Runner,Other Model,Turbo 150,2017,Used,150 cc,"15,000 km","Tk 80,000"
https://bikroy.com/en/ad/runner-turbo-125-red-2018-for-sale-dhaka-6,Runner Turbo 125 Red 2018,Motorcycle,Runner,Turbo 125,Red,2018,Used,125 cc,"33,000 km","Tk 57,000"
https://bikroy.com/en/ad/suzuki-gixxer-2021-for-sale-chattogram-21,Suzuki Gixxer 2018,Motorcycle,Suzuki,Gixxer,.,2018,Used,130 cc,"24,000 km","Tk 170,000"
https://bikroy.com/en/ad/suzuki-gixxer-dd-new-condition-2018-for-sale-dhaka-1,Suzuki Gixxer DD new condition 2018,Motorcycle,Suzuki,Gixxer,DD new condition,2018,Used,150 cc,"19,000 km","Tk 182,000"
https://bikroy.com/en/ad/suzuki-gixxer-sigel-ddisk-blaak-2016-for-sale-dhaka,Suzuki Gixxer সিগেল ডিস্ক ব্লাক 2016,Motorcycle,Suzuki,Gixxer,,2016,Used,150 cc,"21,000 km","Tk 140,000"
https://bikroy.com/en/ad/suzuki-gixxer-sf-dd-black-2017-for-sale-dhaka-9,Suzuki Gixxer SF DD BLACK 2017,Motorcycle,Suzuki,Gixxer,SF DD BLACK,2017,Used,150 cc,"24,500 km","Tk 176,000"
https://bikroy.com/en/ad/suzuki-gixxer-ddaabl-ddisk-blaak-2020-for-sale-dhaka,Suzuki Gixxer ডাবল ডিস্ক ব্লাক 2020,Motorcycle,Suzuki,Gixxer,,2020,Used,150 cc,"7,200 km","Tk 181,500"
https://bikroy.com/en/ad/suzuki-gixxer-sf-2021-for-sale-dhaka-18,Suzuki Gixxer SF 2021,Motorcycle,Suzuki,Gixxer,SF,2021,Used,155 cc,"1,250 km","Tk 270,000"
https://bikroy.com/en/ad/suzuki-gixxer-sf-bs6-2021-for-sale-dhaka,Suzuki Gixxer SF BS6 2021,Motorcycle,Suzuki,Gixxer,SF BS6,2021,Used,155 cc,"1,900 km","Tk 297,000"
https://bikroy.com/en/ad/suzuki-gixxer-fi-abs-2020-for-sale-sylhet-6,Suzuki Gixxer Fi ABS 2020,Motorcycle,Suzuki,Gixxer,Fi ABS,2020,Used,155 cc,"10,600 km","Tk 230,000"
https://bikroy.com/en/ad/suzuki-gixxer-sf-dd-2019-for-sale-dhaka-241,Suzuki Gixxer SF DD 2019,Motorcycle,Suzuki,Gixxer,SF DD,2019,Used,155 cc,"12,000 km","Tk 180,000"
https://bikroy.com/en/ad/suzuki-gixxer-dd-marun-and-silver-2019-for-sale-dhaka,Suzuki Gixxer DD MARUN&SILVER 2019,Motorcycle,Suzuki,Gixxer,DD MARUN&SILVER,2019,Used,155 cc,"14,400 km","Tk 180,000"
https://bikroy.com/en/ad/suzuki-gixxer-sf-2018-for-sale-dhaka-203,Suzuki Gixxer Sf 2018,Motorcycle,Suzuki,Gixxer,Sf,2018,Used,155 cc,"18,000 km","Tk 178,000"
https://bikroy.com/en/ad/suzuki-gixxer-dd-2017-for-sale-dhaka-164,Suzuki Gixxer DD 2017,Motorcycle,Suzuki,Gixxer,DD,2017,Used,155 cc,"18,000 km","Tk 152,000"
https://bikroy.com/en/ad/suzuki-gixxer-2018-for-sale-dhaka-920,Suzuki Gixxer . 2018,Motorcycle,Suzuki,Gixxer,.,2018,Used,155 cc,"18,500 km","Tk 138,500"
https://bikroy.com/en/ad/suzuki-gixxer-sf-2016-for-sale-dhaka-731,Suzuki Gixxer SF 2016,Motorcycle,Suzuki,Gixxer,SF,2016,Used,155 cc,"32,000 km","Tk 150,000"
https://bikroy.com/en/ad/suzuki-gixxer-fi-2017-for-sale-dhaka,Suzuki Gixxer fi 2017,Motorcycle,Suzuki,Gixxer,fi,2017,Used,155 cc,"32,000 km","Tk 225,000"
https://bikroy.com/en/ad/suzuki-gixxer-sf2021-2021-for-sale-khulna,Suzuki Gixxer SF 2021,Motorcycle,Suzuki,Gixxer,Suzuki SF 2021,2021,Used,155 cc,"4,000 km","Tk 255,000"
https://bikroy.com/en/ad/suzuki-gixxer-2021-model-for-sale-sylhet,Suzuki Gixxer 2021 model.,Motorcycle,Suzuki,Gixxer,2021 model.,2021,Used,155 cc,"6,200 km","Tk 252,000"
https://bikroy.com/en/ad/suzuki-gixxer-sf-fi-abs-official-2021-for-sale-khulna,Suzuki Gixxer Sf Fi Abs Official 2021,Motorcycle,Suzuki,Gixxer,Sf Fi Abs Official,2021,Used,160 cc,"2,500 km","Tk 280,000"
https://bikroy.com/en/ad/suzuki-gsx-new-condition-2020-for-sale-dhaka-2,Suzuki GSX new condition 2020,Motorcycle,Suzuki,GSX,new condition,2020,Used,150 cc,"12,000 km","Tk 320,000"
https://bikroy.com/en/ad/suzuki-gsx-2021-for-sale-dhaka-36,Suzuki GSX R 2021,Motorcycle,Suzuki,GSX,R,2021,Used,150 cc,"14,400 km","Tk 342,000"
https://bikroy.com/en/ad/suzuki-1998-for-sale-dhaka-division-7,Suzuki 1998,Motorcycle,Suzuki,Other Model,1998,1998,Used,100 cc,"30,000 km","Tk 25,000"
https://bikroy.com/en/ad/suzuki-baaik-2015-for-sale-dhaka-division,Suzuki . 2015,Motorcycle,Suzuki,Other Model,.,2015,Used,110 cc,"20,000 km","Tk 25,000"
https://bikroy.com/en/ad/suzuki-110-cc-bike-2001-for-sale-dhaka,Suzuki 110 cc bike 2001,Motorcycle,Suzuki,Other Model,110 cc bike,2001,Used,110 cc,"50,000 km","Tk 19,000"
https://bikroy.com/en/ad/sym-dd-almost-new-2020-for-sale-dhaka,SYM DD ALMOST NEW 2020,Motorcycle,SYM,Other Model,DD ALMOST NEW,2020,Used,150 cc,"8,000 km","Tk 80,000"
https://bikroy.com/en/ad/taro-gp-1-v3-abs-on-test-2021-for-sale-dhaka,Taro GP 1 V3 ABS ON TEST 2021,Motorcycle,Taro,GP 1,V3 ABS ON TEST,2021,Used,150 cc,500 km,"Tk 300,000"
